          ntotiter
              1000
             Niter        Best_route     Elite_average
               244           4.29149           4.43577
               245           4.29149           4.42411
               246           4.29149           4.39464
               247           4.29149           4.33693
               248           4.29149           4.29149
               249           4.29149           4.29149
               250           4.29149           4.29149
               251           4.29149           4.29149
               252           4.29149           4.29149
               253           4.29149           4.29149
               254           4.29149           4.29149
               255           4.29149           4.29149
               256           4.29149           4.29149
               257           4.29149           4.29149
               258           4.29149           4.29149
               259           4.29149           4.29149
               260           4.29149           4.29149
               261           4.29149           4.29149
               262           4.29149           4.29149
               263           4.29149           4.29149
               264           4.29149           4.29149
               265           4.29149           4.29149
               266           4.29149           4.29149
               267           4.29149           4.29149
               268           4.29149           4.29149
               269           4.29149           4.29149
               270           4.29149           4.29149
               271           4.29149           4.29149
               272           4.29149           4.29149
               273           4.29149           4.29149
               274           4.29149           4.29149
               275           4.29149           4.29149
               276           4.29149           4.29149
               277           4.29149           4.29149
               278           4.29149           4.29149
               279           4.29149           4.29149
               280           4.29149           4.29149
               281           4.29149           4.29149
               282           4.29149           4.29149
               283           4.29149           4.29149
               284           4.29149           4.29149
               285           4.29149           4.29149
               286           4.29149           4.29149
               287           4.28709           4.29148
               288           4.28709           4.29146
               289           4.28709           4.29146
               290           4.28709           4.29146
               291           4.28709           4.29111
               292           4.28709           4.29074
               293           4.28709           4.28991
               294           4.28709            4.2886
               295           4.28709           4.28709
               296           4.28709           4.28709
               297           4.28709           4.28709
               298           4.28709           4.28709
               299           4.28709           4.28709
               300           4.28709           4.28709
               301           4.16013           4.27693
               302           4.16013            4.2683
               303           4.16013           4.24726
               304           4.16013           4.21232
               305           4.16013           4.16013
               306           4.16013           4.16013
               307           4.16013           4.16013
               308           4.16013           4.16013
               309           4.16013           4.16013
               310           4.16013           4.16013
               311           4.16013           4.16013
               312           4.16013           4.16013
               313           4.16013           4.16013
               314           4.16013           4.16013
               315           4.16013           4.16013
               316           4.16013           4.16013
               317           4.16013           4.16013
               318           4.16013           4.16013
               319           4.16013           4.16013
               320           4.16013           4.16013
               321           4.12741           4.15999
               322           4.12741            4.1596
               323              3.99           4.15801
               324              3.99            4.1543
               325              3.99           4.14471
               326              3.99           4.12288
               327              3.99             4.087
               328              3.99           4.03319
               329              3.99           3.99448
               330              3.99              3.99
               331              3.99              3.99
               332              3.99              3.99
               333              3.99              3.99
               334              3.99              3.99
               335              3.99              3.99
               336              3.99              3.99
               337              3.99              3.99
               338              3.99              3.99
               339              3.99              3.99
               340              3.99              3.99
               341              3.99              3.99
               342              3.99              3.99
               343              3.99              3.99
               344              3.99              3.99
